1. netqlty 0.75, netp 1.0000, onep 0.0000, zerop 1.0000, randp 1.0000, kuperinp 1.0000, sxs 1
229. netqlty 0.67, netp 0.4891, onep 0.4017, zerop 0.5983, randp 0.4978, kuperinp 0.5109, sxs 1
230. netqlty 0.60, netp 0.4913, onep 0.4000, zerop 0.6000, randp 0.4957, kuperinp 0.5130, sxs 1
231. netqlty 0.75, netp 0.4892, onep 0.3983, zerop 0.6017, randp 0.4935, kuperinp 0.5152, sxs 0
232. netqlty 0.75, netp 0.4871, onep 0.4009, zerop 0.5991, randp 0.4914, kuperinp 0.5129, sxs 0
233. netqlty 0.80, netp 0.4850, onep 0.4034, zerop 0.5966, randp 0.4893, kuperinp 0.5150, sxs 0
234. netqlty 0.67, netp 0.4829, onep 0.4017, zerop 0.5983, randp 0.4872, kuperinp 0.5128, sxs 0
235. netqlty 0.83, netp 0.4851, onep 0.4000, zerop 0.6000, randp 0.4894, kuperinp 0.5149, sxs 1
236. netqlty 0.80, netp 0.4873, onep 0.3983, zerop 0.6017, randp 0.4873, kuperinp 0.5169, sxs 1
237. netqlty 1.00, netp 0.4895, onep 0.3966, zerop 0.6034, randp 0.4852, kuperinp 0.5190, sxs 1
238. netqlty 0.80, netp 0.4874, onep 0.3992, zerop 0.6008, randp 0.4832, kuperinp 0.5168, sxs 0
239. netqlty 0.67, netp 0.4895, onep 0.4017, zerop 0.5983, randp 0.4812, kuperinp 0.5188, sxs 1
240. netqlty 0.83, netp 0.4917, onep 0.4042, zerop 0.5958, randp 0.4833, kuperinp 0.5208, sxs 1
241. netqlty 0.83, netp 0.4938, onep 0.4066, zerop 0.5934, randp 0.4855, kuperinp 0.5228, sxs 1
242. netqlty 0.57, netp 0.4917, onep 0.4050, zerop 0.5950, randp 0.4835, kuperinp 0.5207, sxs 0
243. netqlty 0.71, netp 0.4938, onep 0.4033, zerop 0.5967, randp 0.4815, kuperinp 0.5226, sxs 1
244. netqlty 0.71, netp 0.4918, onep 0.4057, zerop 0.5943, randp 0.4795, kuperinp 0.5205, sxs 0
245. netqlty 0.75, netp 0.4939, onep 0.4082, zerop 0.5918, randp 0.4816, kuperinp 0.5224, sxs 1
246. netqlty 0.78, netp 0.4919, onep 0.4065, zerop 0.5935, randp 0.4837, kuperinp 0.5203, sxs 0
247. netqlty 0.78, netp 0.4939, onep 0.4049, zerop 0.5951, randp 0.4818, kuperinp 0.5223, sxs 1
248. netqlty 1.00, netp 0.4919, onep 0.4032, zerop 0.5968, randp 0.4839, kuperinp 0.5242, sxs 0
249. netqlty 1.00, netp 0.4940, onep 0.4016, zerop 0.5984, randp 0.4819, kuperinp 0.5261, sxs 1
250. netqlty 0.75, netp 0.4960, onep 0.4040, zerop 0.5960, randp 0.4840, kuperinp 0.5240, sxs 1
251. netqlty 0.89, netp 0.4940, onep 0.4024, zerop 0.5976, randp 0.4821, kuperinp 0.5219, sxs 0
252. netqlty 0.67, netp 0.4921, onep 0.4048, zerop 0.5952, randp 0.4802, kuperinp 0.5198, sxs 0
253. netqlty 0.78, netp 0.4941, onep 0.4032, zerop 0.5968, randp 0.4822, kuperinp 0.5178, sxs 1
254. netqlty 0.75, netp 0.4921, onep 0.4016, zerop 0.5984, randp 0.4803, kuperinp 0.5197, sxs 0
255. netqlty 0.62, netp 0.4902, onep 0.4039, zerop 0.5961, randp 0.4784, kuperinp 0.5176, sxs 0
256. netqlty 0.78, netp 0.4922, onep 0.4023, zerop 0.5977, randp 0.4805, kuperinp 0.5156, sxs 1
257. netqlty 0.78, netp 0.4903, onep 0.4008, zerop 0.5992, randp 0.4825, kuperinp 0.5175, sxs 0
258. netqlty 0.67, netp 0.4884, onep 0.3992, zerop 0.6008, randp 0.4806, kuperinp 0.5194, sxs 0
259. netqlty 0.75, netp 0.4865, onep 0.3977, zerop 0.6023, randp 0.4788, kuperinp 0.5212, sxs 0
260. netqlty 0.71, netp 0.4846, onep 0.4000, zerop 0.6000, randp 0.4769, kuperinp 0.5192, sxs 0
261. netqlty 0.71, netp 0.4828, onep 0.4023, zerop 0.5977, randp 0.4751, kuperinp 0.5211, sxs 0
262. netqlty 0.71, netp 0.4847, onep 0.4046, zerop 0.5954, randp 0.4771, kuperinp 0.5229, sxs 1
263. netqlty 0.75, netp 0.4829, onep 0.4030, zerop 0.5970, randp 0.4791, kuperinp 0.5209, sxs 0
264. netqlty 0.75, netp 0.4811, onep 0.4053, zerop 0.5947, randp 0.4773, kuperinp 0.5189, sxs 0
265. netqlty 0.75, netp 0.4792, onep 0.4075, zerop 0.5925, randp 0.4792, kuperinp 0.5208, sxs 0
266. netqlty 0.75, netp 0.4774, onep 0.4060, zerop 0.5940, randp 0.4812, kuperinp 0.5188, sxs 0
267. netqlty 0.88, netp 0.4757, onep 0.4045, zerop 0.5955, randp 0.4831, kuperinp 0.5206, sxs 0
268. netqlty 0.50, netp 0.4739, onep 0.4067, zerop 0.5933, randp 0.4813, kuperinp 0.5187, sxs 0
269. netqlty 0.67, netp 0.4721, onep 0.4052, zerop 0.5948, randp 0.4796, kuperinp 0.5167, sxs 0
270. netqlty 0.67, netp 0.4704, onep 0.4074, zerop 0.5926, randp 0.4815, kuperinp 0.5148, sxs 0
271. netqlty 0.67, netp 0.4686, onep 0.4096, zerop 0.5904, randp 0.4834, kuperinp 0.5166, sxs 0
272. netqlty 0.80, netp 0.4669, onep 0.4081, zerop 0.5919, randp 0.4816, kuperinp 0.5147, sxs 0
273. netqlty 0.67, netp 0.4652, onep 0.4066, zerop 0.5934, randp 0.4799, kuperinp 0.5165, sxs 0
274. netqlty 0.67, netp 0.4635, onep 0.4088, zerop 0.5912, randp 0.4781, kuperinp 0.5146, sxs 0
275. netqlty 0.60, netp 0.4655, onep 0.4109, zerop 0.5891, randp 0.4800, kuperinp 0.5164, sxs 1
276. netqlty 0.70, netp 0.4674, onep 0.4094, zerop 0.5906, randp 0.4819, kuperinp 0.5145, sxs 1
277. netqlty 0.70, netp 0.4693, onep 0.4079, zerop 0.5921, randp 0.4838, kuperinp 0.5162, sxs 1
278. netqlty 0.80, netp 0.4676, onep 0.4065, zerop 0.5935, randp 0.4856, kuperinp 0.5180, sxs 0
279. netqlty 0.70, netp 0.4695, onep 0.4086, zerop 0.5914, randp 0.4875, kuperinp 0.5161, sxs 1
280. netqlty 0.82, netp 0.4714, onep 0.4071, zerop 0.5929, randp 0.4893, kuperinp 0.5143, sxs 1
281. netqlty 0.70, netp 0.4698, onep 0.4093, zerop 0.5907, randp 0.4911, kuperinp 0.5125, sxs 0
282. netqlty 0.80, netp 0.4716, onep 0.4078, zerop 0.5922, randp 0.4929, kuperinp 0.5106, sxs 1
283. netqlty 0.78, netp 0.4735, onep 0.4064, zerop 0.5936, randp 0.4947, kuperinp 0.5124, sxs 1
284. netqlty 0.67, netp 0.4718, onep 0.4049, zerop 0.5951, randp 0.4965, kuperinp 0.5141, sxs 0
285. netqlty 0.75, netp 0.4737, onep 0.4035, zerop 0.5965, randp 0.4947, kuperinp 0.5158, sxs 1
286. netqlty 0.57, netp 0.4720, onep 0.4056, zerop 0.5944, randp 0.4930, kuperinp 0.5140, sxs 0
287. netqlty 0.75, netp 0.4739, onep 0.4042, zerop 0.5958, randp 0.4913, kuperinp 0.5122, sxs 1
288. netqlty 0.88, netp 0.4722, onep 0.4062, zerop 0.5938, randp 0.4896, kuperinp 0.5104, sxs 0
289. netqlty 0.75, netp 0.4740, onep 0.4048, zerop 0.5952, randp 0.4879, kuperinp 0.5087, sxs 1
290. netqlty 0.62, netp 0.4759, onep 0.4069, zerop 0.5931, randp 0.4862, kuperinp 0.5069, sxs 1
291. netqlty 0.88, netp 0.4742, onep 0.4089, zerop 0.5911, randp 0.4880, kuperinp 0.5086, sxs 0
292. netqlty 0.75, netp 0.4760, onep 0.4110, zerop 0.5890, randp 0.4897, kuperinp 0.5103, sxs 1
293. netqlty 0.78, netp 0.4778, onep 0.4130, zerop 0.5870, randp 0.4915, kuperinp 0.5119, sxs 1
294. netqlty 0.80, netp 0.4762, onep 0.4116, zerop 0.5884, randp 0.4932, kuperinp 0.5102, sxs 0
295. netqlty 0.78, netp 0.4746, onep 0.4102, zerop 0.5898, randp 0.4949, kuperinp 0.5119, sxs 0
296. netqlty 0.75, netp 0.4730, onep 0.4122, zerop 0.5878, randp 0.4966, kuperinp 0.5101, sxs 0
297. netqlty 0.67, netp 0.4747, onep 0.4141, zerop 0.5859, randp 0.4949, kuperinp 0.5118, sxs 1
298. netqlty 0.80, netp 0.4732, onep 0.4128, zerop 0.5872, randp 0.4933, kuperinp 0.5101, sxs 0
299. netqlty 0.90, netp 0.4749, onep 0.4114, zerop 0.5886, randp 0.4950, kuperinp 0.5117, sxs 1
300. netqlty 0.78, netp 0.4733, onep 0.4100, zerop 0.5900, randp 0.4933, kuperinp 0.5133, sxs 0
301. netqlty 0.89, netp 0.4718, onep 0.4086, zerop 0.5914, randp 0.4950, kuperinp 0.5150, sxs 0
302. netqlty 0.75, netp 0.4735, onep 0.4073, zerop 0.5927, randp 0.4967, kuperinp 0.5166, sxs 1
303. netqlty 0.75, netp 0.4719, onep 0.4092, zerop 0.5908, randp 0.4983, kuperinp 0.5149, sxs 0
304. netqlty 0.67, netp 0.4737, onep 0.4079, zerop 0.5921, randp 0.5000, kuperinp 0.5132, sxs 1
305. netqlty 0.78, netp 0.4721, onep 0.4098, zerop 0.5902, randp 0.4984, kuperinp 0.5115, sxs 0
306. netqlty 0.80, netp 0.4706, onep 0.4085, zerop 0.5915, randp 0.4967, kuperinp 0.5098, sxs 0
307. netqlty 0.89, netp 0.4691, onep 0.4072, zerop 0.5928, randp 0.4951, kuperinp 0.5114, sxs 0
308. netqlty 0.89, netp 0.4708, onep 0.4091, zerop 0.5909, randp 0.4935, kuperinp 0.5097, sxs 1
309. netqlty 0.89, netp 0.4693, onep 0.4110, zerop 0.5890, randp 0.4951, kuperinp 0.5113, sxs 0
310. netqlty 0.80, netp 0.4710, onep 0.4097, zerop 0.5903, randp 0.4935, kuperinp 0.5097, sxs 1
311. netqlty 0.67, netp 0.4695, onep 0.4084, zerop 0.5916, randp 0.4952, kuperinp 0.5113, sxs 0
312. netqlty 0.62, netp 0.4679, onep 0.4103, zerop 0.5897, randp 0.4968, kuperinp 0.5096, sxs 0
313. netqlty 0.75, netp 0.4665, onep 0.4121, zerop 0.5879, randp 0.4952, kuperinp 0.5112, sxs 0
314. netqlty 0.75, netp 0.4650, onep 0.4108, zerop 0.5892, randp 0.4968, kuperinp 0.5096, sxs 0
315. netqlty 0.88, netp 0.4635, onep 0.4095, zerop 0.5905, randp 0.4984, kuperinp 0.5111, sxs 0
316. netqlty 0.75, netp 0.4620, onep 0.4082, zerop 0.5918, randp 0.4968, kuperinp 0.5127, sxs 0
317. netqlty 0.86, netp 0.4606, onep 0.4069, zerop 0.5931, randp 0.4984, kuperinp 0.5142, sxs 0
318. netqlty 0.67, netp 0.4591, onep 0.4057, zerop 0.5943, randp 0.5000, kuperinp 0.5157, sxs 0
319. netqlty 0.50, netp 0.4608, onep 0.4044, zerop 0.5956, randp 0.5016, kuperinp 0.5172, sxs 1
320. netqlty 0.67, netp 0.4625, onep 0.4031, zerop 0.5969, randp 0.5031, kuperinp 0.5188, sxs 1
321. netqlty 0.67, netp 0.4611, onep 0.4050, zerop 0.5950, randp 0.5047, kuperinp 0.5171, sxs 0
322. netqlty 1.00, netp 0.4596, onep 0.4037, zerop 0.5963, randp 0.5031, kuperinp 0.5155, sxs 0
323. netqlty 0.57, netp 0.4613, onep 0.4056, zerop 0.5944, randp 0.5015, kuperinp 0.5139, sxs 1
324. netqlty 0.71, netp 0.4599, onep 0.4074, zerop 0.5926, randp 0.5000, kuperinp 0.5154, sxs 0
325. netqlty 0.62, netp 0.4585, onep 0.4062, zerop 0.5938, randp 0.5015, kuperinp 0.5138, sxs 0
326. netqlty 0.57, netp 0.4571, onep 0.4080, zerop 0.5920, randp 0.5031, kuperinp 0.5123, sxs 0
327. netqlty 0.75, netp 0.4557, onep 0.4098, zerop 0.5902, randp 0.5046, kuperinp 0.5138, sxs 0
328. netqlty 0.67, netp 0.4543, onep 0.4085, zerop 0.5915, randp 0.5030, kuperinp 0.5122, sxs 0
329. netqlty 0.75, netp 0.4529, onep 0.4073, zerop 0.5927, randp 0.5015, kuperinp 0.5137, sxs 0
330. netqlty 0.57, netp 0.4515, onep 0.4091, zerop 0.5909, randp 0.5000, kuperinp 0.5121, sxs 0
331. netqlty 0.75, netp 0.4502, onep 0.4079, zerop 0.5921, randp 0.4985, kuperinp 0.5106, sxs 0
332. netqlty 0.62, netp 0.4518, onep 0.4066, zerop 0.5934, randp 0.4970, kuperinp 0.5120, sxs 1
333. netqlty 0.71, netp 0.4505, onep 0.4084, zerop 0.5916, randp 0.4955, kuperinp 0.5105, sxs 0
334. netqlty 0.57, netp 0.4521, onep 0.4072, zerop 0.5928, randp 0.4970, kuperinp 0.5090, sxs 1
335. netqlty 0.71, netp 0.4507, onep 0.4090, zerop 0.5910, randp 0.4985, kuperinp 0.5075, sxs 0
336. netqlty 0.75, netp 0.4494, onep 0.4107, zerop 0.5893, randp 0.4970, kuperinp 0.5089, sxs 0
337. netqlty 0.78, netp 0.4510, onep 0.4095, zerop 0.5905, randp 0.4985, kuperinp 0.5074, sxs 1
338. netqlty 0.89, netp 0.4527, onep 0.4083, zerop 0.5917, randp 0.5000, kuperinp 0.5089, sxs 1
339. netqlty 0.67, netp 0.4543, onep 0.4100, zerop 0.5900, randp 0.5015, kuperinp 0.5074, sxs 1
340. netqlty 0.80, netp 0.4559, onep 0.4118, zerop 0.5882, randp 0.5029, kuperinp 0.5088, sxs 1
341. netqlty 0.73, netp 0.4575, onep 0.4135, zerop 0.5865, randp 0.5015, kuperinp 0.5103, sxs 1
342. netqlty 0.91, netp 0.4591, onep 0.4123, zerop 0.5877, randp 0.5029, kuperinp 0.5088, sxs 1
343. netqlty 0.73, netp 0.4606, onep 0.4140, zerop 0.5860, randp 0.5044, kuperinp 0.5073, sxs 1
344. netqlty 0.64, netp 0.4622, onep 0.4157, zerop 0.5843, randp 0.5058, kuperinp 0.5087, sxs 1
345. netqlty 0.82, netp 0.4609, onep 0.4174, zerop 0.5826, randp 0.5043, kuperinp 0.5101, sxs 0
346. netqlty 0.75, netp 0.4624, onep 0.4191, zerop 0.5809, randp 0.5058, kuperinp 0.5116, sxs 1
347. netqlty 0.75, netp 0.4611, onep 0.4207, zerop 0.5793, randp 0.5072, kuperinp 0.5130, sxs 0
348. netqlty 0.67, netp 0.4626, onep 0.4224, zerop 0.5776, randp 0.5086, kuperinp 0.5144, sxs 1
349. netqlty 0.85, netp 0.4613, onep 0.4212, zerop 0.5788, randp 0.5100, kuperinp 0.5129, sxs 0
350. netqlty 0.85, netp 0.4600, onep 0.4229, zerop 0.5771, randp 0.5086, kuperinp 0.5114, sxs 0
351. netqlty 0.85, netp 0.4615, onep 0.4245, zerop 0.5755, randp 0.5071, kuperinp 0.5128, sxs 1
352. netqlty 0.93, netp 0.4631, onep 0.4261, zerop 0.5739, randp 0.5085, kuperinp 0.5142, sxs 1
353. netqlty 0.93, netp 0.4618, onep 0.4249, zerop 0.5751, randp 0.5099, kuperinp 0.5127, sxs 0
354. netqlty 0.86, netp 0.4633, onep 0.4266, zerop 0.5734, randp 0.5085, kuperinp 0.5113, sxs 1
355. netqlty 0.87, netp 0.4648, onep 0.4282, zerop 0.5718, randp 0.5070, kuperinp 0.5127, sxs 1
356. netqlty 0.93, netp 0.4635, onep 0.4270, zerop 0.5730, randp 0.5056, kuperinp 0.5112, sxs 0
357. netqlty 0.86, netp 0.4622, onep 0.4258, zerop 0.5742, randp 0.5070, kuperinp 0.5126, sxs 0
358. netqlty 0.93, netp 0.4637, onep 0.4246, zerop 0.5754, randp 0.5056, kuperinp 0.5140, sxs 1
359. netqlty 0.86, netp 0.4624, onep 0.4262, zerop 0.5738, randp 0.5070, kuperinp 0.5125, sxs 0
360. netqlty 0.79, netp 0.4611, onep 0.4250, zerop 0.5750, randp 0.5056, kuperinp 0.5111, sxs 0
361. netqlty 0.77, netp 0.4626, onep 0.4266, zerop 0.5734, randp 0.5042, kuperinp 0.5097, sxs 1
362. netqlty 0.85, netp 0.4613, onep 0.4282, zerop 0.5718, randp 0.5055, kuperinp 0.5110, sxs 0
363. netqlty 0.86, netp 0.4628, onep 0.4298, zerop 0.5702, randp 0.5041, kuperinp 0.5124, sxs 1
364. netqlty 0.86, netp 0.4643, onep 0.4313, zerop 0.5687, randp 0.5055, kuperinp 0.5137, sxs 1
365. netqlty 0.79, netp 0.4630, onep 0.4301, zerop 0.5699, randp 0.5068, kuperinp 0.5123, sxs 0
366. netqlty 0.77, netp 0.4617, onep 0.4290, zerop 0.5710, randp 0.5055, kuperinp 0.5137, sxs 0
367. netqlty 0.75, netp 0.4632, onep 0.4305, zerop 0.5695, randp 0.5041, kuperinp 0.5123, sxs 1
368. netqlty 0.75, netp 0.4620, onep 0.4321, zerop 0.5679, randp 0.5054, kuperinp 0.5136, sxs 0
369. netqlty 0.83, netp 0.4607, onep 0.4309, zerop 0.5691, randp 0.5068, kuperinp 0.5122, sxs 0
370. netqlty 0.75, netp 0.4595, onep 0.4324, zerop 0.5676, randp 0.5054, kuperinp 0.5108, sxs 0
371. netqlty 0.67, netp 0.4582, onep 0.4340, zerop 0.5660, randp 0.5040, kuperinp 0.5121, sxs 0
372. netqlty 0.83, netp 0.4570, onep 0.4328, zerop 0.5672, randp 0.5027, kuperinp 0.5108, sxs 0
373. netqlty 0.82, netp 0.4584, onep 0.4316, zerop 0.5684, randp 0.5013, kuperinp 0.5121, sxs 1
374. netqlty 0.82, netp 0.4572, onep 0.4305, zerop 0.5695, randp 0.5027, kuperinp 0.5134, sxs 0
375. netqlty 0.80, netp 0.4560, onep 0.4320, zerop 0.5680, randp 0.5013, kuperinp 0.5120, sxs 0
376. netqlty 0.80, netp 0.4548, onep 0.4335, zerop 0.5665, randp 0.5027, kuperinp 0.5133, sxs 0
377. netqlty 0.82, netp 0.4562, onep 0.4324, zerop 0.5676, randp 0.5013, kuperinp 0.5119, sxs 1
378. netqlty 0.82, netp 0.4577, onep 0.4339, zerop 0.5661, randp 0.5000, kuperinp 0.5106, sxs 1
379. netqlty 0.83, netp 0.4591, onep 0.4354, zerop 0.5646, randp 0.5013, kuperinp 0.5119, sxs 1
380. netqlty 0.83, netp 0.4579, onep 0.4342, zerop 0.5658, randp 0.5026, kuperinp 0.5105, sxs 0
381. netqlty 0.92, netp 0.4567, onep 0.4357, zerop 0.5643, randp 0.5039, kuperinp 0.5092, sxs 0
382. netqlty 0.83, netp 0.4555, onep 0.4346, zerop 0.5654, randp 0.5026, kuperinp 0.5079, sxs 0
383. netqlty 0.73, netp 0.4543, onep 0.4334, zerop 0.5666, randp 0.5013, kuperinp 0.5091, sxs 0
384. netqlty 0.70, netp 0.4531, onep 0.4323, zerop 0.5677, randp 0.5000, kuperinp 0.5104, sxs 0
385. netqlty 0.89, netp 0.4519, onep 0.4312, zerop 0.5688, randp 0.5013, kuperinp 0.5117, sxs 0
386. netqlty 0.78, netp 0.4508, onep 0.4326, zerop 0.5674, randp 0.5000, kuperinp 0.5104, sxs 0
387. netqlty 0.70, netp 0.4522, onep 0.4315, zerop 0.5685, randp 0.5013, kuperinp 0.5090, sxs 1
388. netqlty 0.67, netp 0.4536, onep 0.4304, zerop 0.5696, randp 0.5000, kuperinp 0.5103, sxs 1
389. netqlty 0.75, netp 0.4524, onep 0.4319, zerop 0.5681, randp 0.4987, kuperinp 0.5090, sxs 0
390. netqlty 0.67, netp 0.4513, onep 0.4333, zerop 0.5667, randp 0.4974, kuperinp 0.5103, sxs 0
391. netqlty 0.78, netp 0.4501, onep 0.4322, zerop 0.5678, randp 0.4987, kuperinp 0.5090, sxs 0
392. netqlty 0.75, netp 0.4515, onep 0.4311, zerop 0.5689, randp 0.4974, kuperinp 0.5102, sxs 1
393. netqlty 0.62, netp 0.4504, onep 0.4326, zerop 0.5674, randp 0.4987, kuperinp 0.5089, sxs 0
394. netqlty 0.78, netp 0.4492, onep 0.4340, zerop 0.5660, randp 0.4975, kuperinp 0.5102, sxs 0
395. netqlty 0.60, netp 0.4481, onep 0.4329, zerop 0.5671, randp 0.4962, kuperinp 0.5089, sxs 0
396. netqlty 0.78, netp 0.4470, onep 0.4343, zerop 0.5657, randp 0.4975, kuperinp 0.5076, sxs 0
397. netqlty 0.78, netp 0.4458, onep 0.4332, zerop 0.5668, randp 0.4987, kuperinp 0.5063, sxs 0
398. netqlty 0.78, netp 0.4447, onep 0.4347, zerop 0.5653, randp 0.5000, kuperinp 0.5050, sxs 0
399. netqlty 0.78, netp 0.4461, onep 0.4336, zerop 0.5664, randp 0.5013, kuperinp 0.5038, sxs 1
400. netqlty 0.75, netp 0.4450, onep 0.4325, zerop 0.5675, randp 0.5025, kuperinp 0.5050, sxs 0
401. netqlty 0.75, netp 0.4439, onep 0.4314, zerop 0.5686, randp 0.5037, kuperinp 0.5062, sxs 0
402. netqlty 0.71, netp 0.4453, onep 0.4303, zerop 0.5697, randp 0.5025, kuperinp 0.5075, sxs 1
403. netqlty 0.71, netp 0.4442, onep 0.4318, zerop 0.5682, randp 0.5012, kuperinp 0.5062, sxs 0
404. netqlty 0.75, netp 0.4431, onep 0.4332, zerop 0.5668, randp 0.5000, kuperinp 0.5074, sxs 0
405. netqlty 0.67, netp 0.4444, onep 0.4321, zerop 0.5679, randp 0.4988, kuperinp 0.5062, sxs 1
406. netqlty 0.89, netp 0.4458, onep 0.4310, zerop 0.5690, randp 0.4975, kuperinp 0.5074, sxs 1
407. netqlty 0.62, netp 0.4447, onep 0.4300, zerop 0.5700, randp 0.4963, kuperinp 0.5086, sxs 0
408. netqlty 0.88, netp 0.4461, onep 0.4289, zerop 0.5711, randp 0.4951, kuperinp 0.5098, sxs 1
409. netqlty 0.75, netp 0.4474, onep 0.4279, zerop 0.5721, randp 0.4963, kuperinp 0.5110, sxs 1
410. netqlty 0.71, netp 0.4463, onep 0.4293, zerop 0.5707, randp 0.4951, kuperinp 0.5098, sxs 0
411. netqlty 0.57, netp 0.4477, onep 0.4282, zerop 0.5718, randp 0.4964, kuperinp 0.5085, sxs 1
412. netqlty 0.71, netp 0.4466, onep 0.4272, zerop 0.5728, randp 0.4976, kuperinp 0.5097, sxs 0
413. netqlty 0.57, netp 0.4479, onep 0.4262, zerop 0.5738, randp 0.4964, kuperinp 0.5109, sxs 1
414. netqlty 0.67, netp 0.4469, onep 0.4275, zerop 0.5725, randp 0.4976, kuperinp 0.5097, sxs 0
415. netqlty 0.67, netp 0.4482, onep 0.4265, zerop 0.5735, randp 0.4988, kuperinp 0.5084, sxs 1
416. netqlty 0.67, netp 0.4471, onep 0.4279, zerop 0.5721, randp 0.4976, kuperinp 0.5072, sxs 0
417. netqlty 0.67, netp 0.4460, onep 0.4293, zerop 0.5707, randp 0.4988, kuperinp 0.5084, sxs 0
418. netqlty 0.86, netp 0.4474, onep 0.4306, zerop 0.5694, randp 0.4976, kuperinp 0.5096, sxs 1
419. netqlty 0.71, netp 0.4463, onep 0.4296, zerop 0.5704, randp 0.4988, kuperinp 0.5084, sxs 0
420. netqlty 0.71, netp 0.4476, onep 0.4286, zerop 0.5714, randp 0.4976, kuperinp 0.5095, sxs 1
421. netqlty 0.57, netp 0.4466, onep 0.4299, zerop 0.5701, randp 0.4964, kuperinp 0.5083, sxs 0
422. netqlty 0.62, netp 0.4455, onep 0.4289, zerop 0.5711, randp 0.4953, kuperinp 0.5071, sxs 0
423. netqlty 0.75, netp 0.4444, onep 0.4303, zerop 0.5697, randp 0.4941, kuperinp 0.5059, sxs 0
424. netqlty 0.75, netp 0.4434, onep 0.4316, zerop 0.5684, randp 0.4929, kuperinp 0.5071, sxs 0
425. netqlty 0.62, netp 0.4447, onep 0.4306, zerop 0.5694, randp 0.4918, kuperinp 0.5059, sxs 1
426. netqlty 0.75, netp 0.4460, onep 0.4296, zerop 0.5704, randp 0.4906, kuperinp 0.5070, sxs 1
427. netqlty 0.62, netp 0.4473, onep 0.4309, zerop 0.5691, randp 0.4895, kuperinp 0.5059, sxs 1
428. netqlty 0.78, netp 0.4463, onep 0.4299, zerop 0.5701, randp 0.4883, kuperinp 0.5047, sxs 0
429. netqlty 0.78, netp 0.4476, onep 0.4289, zerop 0.5711, randp 0.4872, kuperinp 0.5058, sxs 1
430. netqlty 0.78, netp 0.4465, onep 0.4302, zerop 0.5698, randp 0.4860, kuperinp 0.5047, sxs 0
431. netqlty 0.67, netp 0.4455, onep 0.4292, zerop 0.5708, randp 0.4872, kuperinp 0.5035, sxs 0
432. netqlty 0.78, netp 0.4444, onep 0.4282, zerop 0.5718, randp 0.4861, kuperinp 0.5046, sxs 0
433. netqlty 0.67, netp 0.4434, onep 0.4296, zerop 0.5704, randp 0.4850, kuperinp 0.5035, sxs 0
434. netqlty 0.80, netp 0.4424, onep 0.4286, zerop 0.5714, randp 0.4839, kuperinp 0.5023, sxs 0
435. netqlty 0.78, netp 0.4437, onep 0.4276, zerop 0.5724, randp 0.4851, kuperinp 0.5034, sxs 1
436. netqlty 0.89, netp 0.4450, onep 0.4289, zerop 0.5711, randp 0.4862, kuperinp 0.5023, sxs 1
437. netqlty 0.89, netp 0.4462, onep 0.4279, zerop 0.5721, randp 0.4851, kuperinp 0.5011, sxs 1
438. netqlty 0.88, netp 0.4475, onep 0.4269, zerop 0.5731, randp 0.4840, kuperinp 0.5023, sxs 1
439. netqlty 0.86, netp 0.4465, onep 0.4260, zerop 0.5740, randp 0.4829, kuperinp 0.5034, sxs 0
440. netqlty 0.86, netp 0.4477, onep 0.4250, zerop 0.5750, randp 0.4818, kuperinp 0.5045, sxs 1
441. netqlty 0.86, netp 0.4490, onep 0.4240, zerop 0.5760, randp 0.4830, kuperinp 0.5057, sxs 1
442. netqlty 0.83, netp 0.4502, onep 0.4253, zerop 0.5747, randp 0.4842, kuperinp 0.5045, sxs 1
443. netqlty 0.86, netp 0.4515, onep 0.4244, zerop 0.5756, randp 0.4831, kuperinp 0.5034, sxs 1
444. netqlty 0.83, netp 0.4505, onep 0.4257, zerop 0.5743, randp 0.4842, kuperinp 0.5023, sxs 0
445. netqlty 0.83, netp 0.4517, onep 0.4247, zerop 0.5753, randp 0.4854, kuperinp 0.5011, sxs 1
446. netqlty 0.83, netp 0.4507, onep 0.4260, zerop 0.5740, randp 0.4865, kuperinp 0.5000, sxs 0
447. netqlty 0.86, netp 0.4519, onep 0.4251, zerop 0.5749, randp 0.4855, kuperinp 0.4989, sxs 1
448. netqlty 1.00, netp 0.4509, onep 0.4241, zerop 0.5759, randp 0.4844, kuperinp 0.5000, sxs 0
449. netqlty 0.67, netp 0.4499, onep 0.4254, zerop 0.5746, randp 0.4855, kuperinp 0.4989, sxs 0
450. netqlty 0.86, netp 0.4489, onep 0.4267, zerop 0.5733, randp 0.4867, kuperinp 0.5000, sxs 0
451. netqlty 0.71, netp 0.4479, onep 0.4257, zerop 0.5743, randp 0.4878, kuperinp 0.4989, sxs 0
452. netqlty 0.71, netp 0.4491, onep 0.4270, zerop 0.5730, randp 0.4867, kuperinp 0.4978, sxs 1
453. netqlty 0.75, netp 0.4481, onep 0.4283, zerop 0.5717, randp 0.4879, kuperinp 0.4989, sxs 0
454. netqlty 0.75, netp 0.4471, onep 0.4295, zerop 0.5705, randp 0.4890, kuperinp 0.5000, sxs 0
455. netqlty 0.78, netp 0.4484, onep 0.4286, zerop 0.5714, randp 0.4901, kuperinp 0.4989, sxs 1
456. netqlty 0.78, netp 0.4474, onep 0.4276, zerop 0.5724, randp 0.4890, kuperinp 0.5000, sxs 0
